e_id,src,dst,label,timestamp,feature_name,feature_value,shapley_value,explained_e_id,mode
2,194,300006,100000,0,2,Timing,2.0,0.0,287,monte_carlo
3,195,200000,100000,0,2,2,0.0,0.0,287,monte_carlo
4,195,200000,100000,0,2,Structure,1.0,1.3802356719970703,287,monte_carlo
5,195,200000,100000,0,2,Timing,2.0,0.0,287,monte_carlo
6,197,300009,100000,0,2,2,0.0,0.0,287,monte_carlo
7,197,300009,100000,0,2,Structure,1.0,0.554378092288971,287,monte_carlo
8,197,300009,100000,0,2,Timing,2.0,0.0,287,monte_carlo
0,194,300006,100000,0,2,2,0.0,0.0,287,monte_carlo
1,194,300006,100000,0,2,Structure,1.0,0.3392278552055359,287,monte_carlo
2,194,300006,100000,0,2,Timing,2.0,0.0,287,monte_carlo
3,195,200000,100000,0,2,2,0.0,0.0,287,monte_carlo
4,195,200000,100000,0,2,Structure,1.0,0.9411495923995972,287,monte_carlo
5,195,200000,100000,0,2,Timing,2.0,0.0,287,monte_carlo
6,197,300009,100000,0,2,2,0.0,0.0,287,monte_carlo
7,197,300009,100000,0,2,Structure,1.0,0.36256134510040283,287,monte_carlo
8,197,300009,100000,0,2,Timing,2.0,0.0,287,monte_carlo
0,754,300597,100049,0,6,2,0.0,0.0,862,exact
1,754,300597,100049,0,6,Structure,1.0,0.30368434985478243,862,exact
2,754,300597,100049,0,6,Timing,6.0,0.0,862,exact
3,755,300594,100049,0,6,2,0.0,0.0,862,exact
4,755,300594,100049,0,6,Structure,1.0,0.30368434985478276,862,exact
5,755,300594,100049,0,6,Timing,6.0,0.0,862,exact
6,759,200049,100049,0,6,2,0.0,0.0,862,exact
7,759,200049,100049,0,6,Structure,1.0,5.078273550669332,862,exact
8,759,200049,100049,0,6,Timing,6.0,0.0,862,exact
0,754,300597,100049,0,6,2,0.0,0.0,862,monte_carlo
1,754,300597,100049,0,6,Structure,1.0,-0.04974937438964844,862,monte_carlo
2,754,300597,100049,0,6,Timing,6.0,0.0,862,monte_carlo
3,755,300594,100049,0,6,2,0.0,0.0,862,monte_carlo
4,755,300594,100049,0,6,Structure,1.0,-0.048487186431884766,862,monte_carlo
5,755,300594,100049,0,6,Timing,6.0,0.0,862,monte_carlo
6,759,200049,100049,0,6,2,0.0,0.0,862,monte_carlo
7,759,200049,100049,0,6,Structure,1.0,4.537210464477539,862,monte_carlo
8,759,200049,100049,0,6,Timing,6.0,0.0,862,monte_carlo
0,754,300597,100049,0,6,2,0.0,0.0,862,monte_carlo
1,754,300597,100049,0,6,Structure,1.0,-0.0491182804107666,862,monte_carlo
2,754,300597,100049,0,6,Timing,6.0,0.0,862,monte_carlo
3,755,300594,100049,0,6,2,0.0,0.0,862,monte_carlo
4,755,300594,100049,0,6,Structure,1.0,0.38532447814941406,862,monte_carlo
5,755,300594,100049,0,6,Timing,6.0,0.0,862,monte_carlo
6,759,200049,100049,0,6,2,0.0,0.0,862,monte_carlo
7,759,200049,100049,0,6,Structure,1.0,4.725471019744873,862,monte_carlo
8,759,200049,100049,0,6,Timing,6.0,0.0,862,monte_carlo
0,754,300597,100049,0,6,2,0.0,0.0,862,monte_carlo
1,754,300597,100049,0,6,Structure,1.0,0.04564332962036133,862,monte_carlo
2,754,300597,100049,0,6,Timing,6.0,0.0,862,monte_carlo
3,755,300594,100049,0,6,2,0.0,0.0,862,monte_carlo
4,755,300594,100049,0,6,Structure,1.0,0.4797702431678772,862,monte_carlo
5,755,300594,100049,0,6,Timing,6.0,0.0,862,monte_carlo
6,759,200049,100049,0,6,2,0.0,0.0,862,monte_carlo
7,759,200049,100049,0,6,Structure,1.0,5.566342353820801,862,monte_carlo
8,759,200049,100049,0,6,Timing,6.0,0.0,862,monte_carlo
0,754,300597,100049,0,6,2,0.0,0.0,862,monte_carlo
1,754,300597,100049,0,6,Structure,1.0,0.22141332924365997,862,monte_carlo
2,754,300597,100049,0,6,Timing,6.0,0.0,862,monte_carlo
3,755,300594,100049,0,6,2,0.0,0.0,862,monte_carlo
4,755,300594,100049,0,6,Structure,1.0,0.2218342274427414,862,monte_carlo
5,755,300594,100049,0,6,Timing,6.0,0.0,862,monte_carlo
6,759,200049,100049,0,6,2,0.0,0.0,862,monte_carlo
7,759,200049,100049,0,6,Structure,1.0,5.141027450561523,862,monte_carlo
8,759,200049,100049,0,6,Timing,6.0,0.0,862,monte_carlo
0,754,300597,100049,0,6,2,0.0,0.0,862,monte_carlo
1,754,300597,100049,0,6,Structure,1.0,0.30992963910102844,862,monte_carlo
2,754,300597,100049,0,6,Timing,6.0,0.0,862,monte_carlo
3,755,300594,100049,0,6,2,0.0,0.0,862,monte_carlo
4,755,300594,100049,0,6,Structure,1.0,0.32409459352493286,862,monte_carlo
5,755,300594,100049,0,6,Timing,6.0,0.0,862,monte_carlo
6,759,200049,100049,0,6,2,0.0,0.0,862,monte_carlo
7,759,200049,100049,0,6,Structure,1.0,4.990073204040527,862,monte_carlo
8,759,200049,100049,0,6,Timing,6.0,0.0,862,monte_carlo
0,432,300306,100025,0,4,2,0.0,0.0,610,exact
1,432,300306,100025,0,4,Structure,1.0,0.27738426923751675,610,exact
2,432,300306,100025,0,4,Timing,4.0,0.0,610,exact
3,433,300309,100025,0,4,2,0.0,0.0,610,exact
4,433,300309,100025,0,4,Structure,1.0,0.2773842692375174,610,exact
5,433,300309,100025,0,4,Timing,4.0,0.0,610,exact
6,436,200025,100025,0,4,2,0.0,0.0,610,exact
7,436,200025,100025,0,4,Structure,1.0,3.06097973187768,610,exact
8,436,200025,100025,0,4,Timing,4.0,0.0,610,exact
0,432,300306,100025,0,4,2,0.0,0.0,610,monte_carlo
1,432,300306,100025,0,4,Structure,1.0,-0.09755420684814453,610,monte_carlo
2,432,300306,100025,0,4,Timing,4.0,0.0,610,monte_carlo
3,433,300309,100025,0,4,2,0.0,0.0,610,monte_carlo
4,433,300309,100025,0,4,Structure,1.0,-0.09755468368530273,610,monte_carlo
5,433,300309,100025,0,4,Timing,4.0,0.0,610,monte_carlo
6,436,200025,100025,0,4,2,0.0,0.0,610,monte_carlo
7,436,200025,100025,0,4,Structure,1.0,2.892904281616211,610,monte_carlo
8,436,200025,100025,0,4,Timing,4.0,0.0,610,monte_carlo
0,432,300306,100025,0,4,2,0.0,0.0,610,monte_carlo
1,432,300306,100025,0,4,Structure,1.0,-0.103485107421875,610,monte_carlo
2,432,300306,100025,0,4,Timing,4.0,0.0,610,monte_carlo
3,433,300309,100025,0,4,2,0.0,0.0,610,monte_carlo
4,433,300309,100025,0,4,Structure,1.0,-0.09755444526672363,610,monte_carlo
5,433,300309,100025,0,4,Timing,4.0,0.0,610,monte_carlo
6,436,200025,100025,0,4,2,0.0,0.0,610,monte_carlo
7,436,200025,100025,0,4,Structure,1.0,2.680109977722168,610,monte_carlo
8,436,200025,100025,0,4,Timing,4.0,0.0,610,monte_carlo
0,432,300306,100025,0,4,2,0.0,0.0,610,monte_carlo
1,432,300306,100025,0,4,Structure,1.0,-0.10645067691802979,610,monte_carlo
2,432,300306,100025,0,4,Timing,4.0,0.0,610,monte_carlo
3,433,300309,100025,0,4,2,0.0,0.0,610,monte_carlo
4,433,300309,100025,0,4,Structure,1.0,0.587944746017456,610,monte_carlo
5,433,300309,100025,0,4,Timing,4.0,0.0,610,monte_carlo
6,436,200025,100025,0,4,2,0.0,0.0,610,monte_carlo
7,436,200025,100025,0,4,Structure,1.0,3.2514145374298096,610,monte_carlo
8,436,200025,100025,0,4,Timing,4.0,0.0,610,monte_carlo
0,432,300306,100025,0,4,2,0.0,0.0,610,monte_carlo
1,432,300306,100025,0,4,Structure,1.0,0.512437105178833,610,monte_carlo
2,432,300306,100025,0,4,Timing,4.0,0.0,610,monte_carlo
3,433,300309,100025,0,4,2,0.0,0.0,610,monte_carlo
4,433,300309,100025,0,4,Structure,1.0,0.36142194271087646,610,monte_carlo
5,433,300309,100025,0,4,Timing,4.0,0.0,610,monte_carlo
6,436,200025,100025,0,4,2,0.0,0.0,610,monte_carlo
7,436,200025,100025,0,4,Structure,1.0,3.0609798431396484,610,monte_carlo
8,436,200025,100025,0,4,Timing,4.0,0.0,610,monte_carlo
0,432,300306,100025,0,4,2,0.0,0.0,610,monte_carlo
1,432,300306,100025,0,4,Structure,1.0,0.2983936667442322,610,monte_carlo
2,432,300306,100025,0,4,Timing,4.0,0.0,610,monte_carlo
3,433,300309,100025,0,4,2,0.0,0.0,610,monte_carlo
4,433,300309,100025,0,4,Structure,1.0,-0.05028674006462097,610,monte_carlo
5,433,300309,100025,0,4,Timing,4.0,0.0,610,monte_carlo
6,436,200025,100025,0,4,2,0.0,0.0,610,monte_carlo
7,436,200025,100025,0,4,Structure,1.0,3.3144428730010986,610,monte_carlo
8,436,200025,100025,0,4,Timing,4.0,0.0,610,monte_carlo
0,866,300657,100054,0,7,2,0.0,0.0,1021,exact
1,866,300657,100054,0,7,Structure,1.0,0.31407094399134444,1021,exact
2,866,300657,100054,0,7,Timing,7.0,0.0,1021,exact
3,867,300654,100054,0,7,2,0.0,0.0,1021,exact
4,867,300654,100054,0,7,Structure,1.0,0.3140709439913448,1021,exact
5,867,300654,100054,0,7,Timing,7.0,0.0,1021,exact
6,880,200054,100054,0,7,2,0.0,0.0,1021,exact
7,880,200054,100054,0,7,Structure,1.0,6.036737982432012,1021,exact
8,880,200054,100054,0,7,Timing,7.0,0.0,1021,exact
0,866,300657,100054,0,7,2,0.0,0.0,1021,monte_carlo
1,866,300657,100054,0,7,Structure,1.0,0.8203983306884766,1021,monte_carlo
2,866,300657,100054,0,7,Timing,7.0,0.0,1021,monte_carlo
3,867,300654,100054,0,7,2,0.0,0.0,1021,monte_carlo
4,867,300654,100054,0,7,Structure,1.0,-0.028023719787597656,1021,monte_carlo
5,867,300654,100054,0,7,Timing,7.0,0.0,1021,monte_carlo
6,880,200054,100054,0,7,2,0.0,0.0,1021,monte_carlo
7,880,200054,100054,0,7,Structure,1.0,6.721261978149414,1021,monte_carlo
8,880,200054,100054,0,7,Timing,7.0,0.0,1021,monte_carlo
0,866,300657,100054,0,7,2,0.0,0.0,1021,monte_carlo
1,866,300657,100054,0,7,Structure,1.0,-0.028023719787597656,1021,monte_carlo
2,866,300657,100054,0,7,Timing,7.0,0.0,1021,monte_carlo
3,867,300654,100054,0,7,2,0.0,0.0,1021,monte_carlo
4,867,300654,100054,0,7,Structure,1.0,-0.028024673461914062,1021,monte_carlo
5,867,300654,100054,0,7,Timing,7.0,0.0,1021,monte_carlo
6,880,200054,100054,0,7,2,0.0,0.0,1021,monte_carlo
7,880,200054,100054,0,7,Structure,1.0,5.694477081298828,1021,monte_carlo
8,880,200054,100054,0,7,Timing,7.0,0.0,1021,monte_carlo
0,866,300657,100054,0,7,2,0.0,0.0,1021,monte_carlo
1,866,300657,100054,0,7,Structure,1.0,0.1840813159942627,1021,monte_carlo
2,866,300657,100054,0,7,Timing,7.0,0.0,1021,monte_carlo
3,867,300654,100054,0,7,2,0.0,0.0,1021,monte_carlo
4,867,300654,100054,0,7,Structure,1.0,0.2730957269668579,1021,monte_carlo
5,867,300654,100054,0,7,Timing,7.0,0.0,1021,monte_carlo
6,880,200054,100054,0,7,2,0.0,0.0,1021,monte_carlo
7,880,200054,100054,0,7,Structure,1.0,6.084695816040039,1021,monte_carlo
8,880,200054,100054,0,7,Timing,7.0,0.0,1021,monte_carlo
0,866,300657,100054,0,7,2,0.0,0.0,1021,monte_carlo
1,866,300657,100054,0,7,Structure,1.0,0.5148731470108032,1021,monte_carlo
2,866,300657,100054,0,7,Timing,7.0,0.0,1021,monte_carlo
3,867,300654,100054,0,7,2,0.0,0.0,1021,monte_carlo
4,867,300654,100054,0,7,Structure,1.0,0.031207958236336708,1021,monte_carlo
5,867,300654,100054,0,7,Timing,7.0,0.0,1021,monte_carlo
6,880,200054,100054,0,7,2,0.0,0.0,1021,monte_carlo
7,880,200054,100054,0,7,Structure,1.0,6.0960822105407715,1021,monte_carlo
8,880,200054,100054,0,7,Timing,7.0,0.0,1021,monte_carlo
0,866,300657,100054,0,7,2,0.0,0.0,1021,monte_carlo
1,866,300657,100054,0,7,Structure,1.0,0.44065263867378235,1021,monte_carlo
2,866,300657,100054,0,7,Timing,7.0,0.0,1021,monte_carlo
3,867,300654,100054,0,7,2,0.0,0.0,1021,monte_carlo
4,867,300654,100054,0,7,Structure,1.0,0.3961453437805176,1021,monte_carlo
5,867,300654,100054,0,7,Timing,7.0,0.0,1021,monte_carlo
6,880,200054,100054,0,7,2,0.0,0.0,1021,monte_carlo
7,880,200054,100054,0,7,Structure,1.0,5.800571918487549,1021,monte_carlo
8,880,200054,100054,0,7,Timing,7.0,0.0,1021,monte_carlo
0,1137,300885,100073,0,9,2,0.0,0.0,1193,exact
1,1137,300885,100073,0,9,Structure,1.0,0.3240927577018671,1193,exact
2,1137,300885,100073,0,9,Timing,9.0,0.0,1193,exact
3,1149,300882,100073,0,9,2,0.0,0.0,1193,exact
4,1149,300882,100073,0,9,Structure,1.0,0.32409275770186863,1193,exact
5,1149,300882,100073,0,9,Timing,9.0,0.0,1193,exact
6,1168,200073,100073,0,9,2,0.0,0.0,1193,exact
7,1168,200073,100073,0,9,Structure,1.0,7.893813880284555,1193,exact
8,1168,200073,100073,0,9,Timing,9.0,0.0,1193,exact
0,1137,300885,100073,0,9,2,0.0,0.0,1193,monte_carlo
1,1137,300885,100073,0,9,Structure,1.0,-0.008087158203125,1193,monte_carlo
2,1137,300885,100073,0,9,Timing,9.0,0.0,1193,monte_carlo
3,1149,300882,100073,0,9,2,0.0,0.0,1193,monte_carlo
4,1149,300882,100073,0,9,Structure,1.0,0.3280339241027832,1193,monte_carlo
5,1149,300882,100073,0,9,Timing,9.0,0.0,1193,monte_carlo
6,1168,200073,100073,0,9,2,0.0,0.0,1193,monte_carlo
7,1168,200073,100073,0,9,Structure,1.0,7.393565654754639,1193,monte_carlo
8,1168,200073,100073,0,9,Timing,9.0,0.0,1193,monte_carlo
0,1137,300885,100073,0,9,2,0.0,0.0,1193,monte_carlo
1,1137,300885,100073,0,9,Structure,1.0,-0.00810384750366211,1193,monte_carlo
2,1137,300885,100073,0,9,Timing,9.0,0.0,1193,monte_carlo
3,1149,300882,100073,0,9,2,0.0,0.0,1193,monte_carlo
4,1149,300882,100073,0,9,Structure,1.0,-0.008095741271972656,1193,monte_carlo
5,1149,300882,100073,0,9,Timing,9.0,0.0,1193,monte_carlo
6,1168,200073,100073,0,9,2,0.0,0.0,1193,monte_carlo
7,1168,200073,100073,0,9,Structure,1.0,7.97587776184082,1193,monte_carlo
8,1168,200073,100073,0,9,Timing,9.0,0.0,1193,monte_carlo
0,1137,300885,100073,0,9,2,0.0,0.0,1193,monte_carlo
1,1137,300885,100073,0,9,Structure,1.0,0.19903063774108887,1193,monte_carlo
2,1137,300885,100073,0,9,Timing,9.0,0.0,1193,monte_carlo
3,1149,300882,100073,0,9,2,0.0,0.0,1193,monte_carlo
4,1149,300882,100073,0,9,Structure,1.0,0.40615153312683105,1193,monte_carlo
5,1149,300882,100073,0,9,Timing,9.0,0.0,1193,monte_carlo
6,1168,200073,100073,0,9,2,0.0,0.0,1193,monte_carlo
7,1168,200073,100073,0,9,Structure,1.0,7.5616254806518555,1193,monte_carlo
8,1168,200073,100073,0,9,Timing,9.0,0.0,1193,monte_carlo
0,1137,300885,100073,0,9,2,0.0,0.0,1193,monte_carlo
1,1137,300885,100073,0,9,Structure,1.0,0.103951096534729,1193,monte_carlo
2,1137,300885,100073,0,9,Timing,9.0,0.0,1193,monte_carlo
3,1149,300882,100073,0,9,2,0.0,0.0,1193,monte_carlo
4,1149,300882,100073,0,9,Structure,1.0,0.40614989399909973,1193,monte_carlo
5,1149,300882,100073,0,9,Timing,9.0,0.0,1193,monte_carlo
6,1168,200073,100073,0,9,2,0.0,0.0,1193,monte_carlo
7,1168,200073,100073,0,9,Structure,1.0,7.755729675292969,1193,monte_carlo
8,1168,200073,100073,0,9,Timing,9.0,0.0,1193,monte_carlo
0,1137,300885,100073,0,9,2,0.0,0.0,1193,monte_carlo
1,1137,300885,100073,0,9,Structure,1.0,0.09546768665313721,1193,monte_carlo
2,1137,300885,100073,0,9,Timing,9.0,0.0,1193,monte_carlo
3,1149,300882,100073,0,9,2,0.0,0.0,1193,monte_carlo
4,1149,300882,100073,0,9,Structure,1.0,0.40615153312683105,1193,monte_carlo
5,1149,300882,100073,0,9,Timing,9.0,0.0,1193,monte_carlo
6,1168,200073,100073,0,9,2,0.0,0.0,1193,monte_carlo
7,1168,200073,100073,0,9,Structure,1.0,7.998358726501465,1193,monte_carlo
8,1168,200073,100073,0,9,Timing,9.0,0.0,1193,monte_carlo
0,194,300006,100000,0,2,2,0.0,0.0,287,exact
1,194,300006,100000,0,2,Structure,1.0,0.3411331971486386,287,exact
2,194,300006,100000,0,2,Timing,2.0,0.0,287,exact
3,195,200000,100000,0,2,2,0.0,0.0,287,exact
4,195,200000,100000,0,2,Structure,1.0,1.1178672711054518,287,exact
5,195,200000,100000,0,2,Timing,2.0,0.0,287,exact
6,197,300009,100000,0,2,2,0.0,0.0,287,exact
7,197,300009,100000,0,2,Structure,1.0,0.34113319714863777,287,exact
8,197,300009,100000,0,2,Timing,2.0,0.0,287,exact
0,194,300006,100000,0,2,2,0.0,0.0,287,monte_carlo
1,194,300006,100000,0,2,Structure,1.0,0.022337913513183594,287,monte_carlo
2,194,300006,100000,0,2,Timing,2.0,0.0,287,monte_carlo
3,195,200000,100000,0,2,2,0.0,0.0,287,monte_carlo
4,195,200000,100000,0,2,Structure,1.0,0.9573976993560791,287,monte_carlo
5,195,200000,100000,0,2,Timing,2.0,0.0,287,monte_carlo
6,197,300009,100000,0,2,2,0.0,0.0,287,monte_carlo
7,197,300009,100000,0,2,Structure,1.0,0.03329324722290039,287,monte_carlo
8,197,300009,100000,0,2,Timing,2.0,0.0,287,monte_carlo
0,194,300006,100000,0,2,2,0.0,0.0,287,monte_carlo
1,194,300006,100000,0,2,Structure,1.0,0.8203983306884766,287,monte_carlo
2,194,300006,100000,0,2,Timing,2.0,0.0,287,monte_carlo
3,195,200000,100000,0,2,2,0.0,0.0,287,monte_carlo
4,195,200000,100000,0,2,Structure,1.0,0.8045495748519897,287,monte_carlo
5,195,200000,100000,0,2,Timing,2.0,0.0,287,monte_carlo
6,197,300009,100000,0,2,2,0.0,0.0,287,monte_carlo
7,197,300009,100000,0,2,Structure,1.0,0.027815580368041992,287,monte_carlo
8,197,300009,100000,0,2,Timing,2.0,0.0,287,monte_carlo
0,194,300006,100000,0,2,2,0.0,0.0,287,monte_carlo
1,194,300006,100000,0,2,Structure,1.0,0.49779212474823,287,monte_carlo
2,194,300006,100000,0,2,Timing,2.0,0.0,287,monte_carlo
3,195,200000,100000,0,2,2,0.0,0.0,287,monte_carlo
4,195,200000,100000,0,2,Structure,1.0,1.4713023900985718,287,monte_carlo
5,195,200000,100000,0,2,Timing,2.0,0.0,287,monte_carlo
6,197,300009,100000,0,2,2,0.0,0.0,287,monte_carlo
7,197,300009,100000,0,2,Structure,1.0,0.4213680922985077,287,monte_carlo
8,197,300009,100000,0,2,Timing,2.0,0.0,287,monte_carlo
0,194,300006,100000,0,2,2,0.0,0.0,287,monte_carlo
1,194,300006,100000,0,2,Structure,1.0,0.2081230878829956,287,monte_carlo
2,194,300006,100000,0,2,Timing,2.0,0.0,287,monte_carlo
3,195,200000,100000,0,2,2,0.0,0.0,287,monte_carlo
4,195,200000,100000,0,2,Structure,1.0,1.3802356719970703,287,monte_carlo
5,195,200000,100000,0,2,Timing,2.0,0.0,287,monte_carlo
6,197,300009,100000,0,2,2,0.0,0.0,287,monte_carlo
7,197,300009,100000,0,2,Structure,1.0,0.554378092288971,287,monte_carlo
8,197,300009,100000,0,2,Timing,2.0,0.0,287,monte_carlo
0,194,300006,100000,0,2,2,0.0,0.0,287,monte_carlo
1,194,300006,100000,0,2,Structure,1.0,0.3392278552055359,287,monte_carlo
2,194,300006,100000,0,2,Timing,2.0,0.0,287,monte_carlo
3,195,200000,100000,0,2,2,0.0,0.0,287,monte_carlo
4,195,200000,100000,0,2,Structure,1.0,0.9411495923995972,287,monte_carlo
5,195,200000,100000,0,2,Timing,2.0,0.0,287,monte_carlo
6,197,300009,100000,0,2,2,0.0,0.0,287,monte_carlo
7,197,300009,100000,0,2,Structure,1.0,0.36256134510040283,287,monte_carlo
8,197,300009,100000,0,2,Timing,2.0,0.0,287,monte_carlo
